,,A,Created,Company Name,Reason
3072,3071,,25/03/2024 18:13:12,ish tecnologia,"Assino embaixo sobre panelinhas, certos times tem zero critérios para promoções, não promovem quem realmente é capaz"
3073,3072,,27/03/2024 20:52:24,ish tecnologia,"Machista. Em alguns setores, o crescimento não é baseado em meritocracia. RH foca muito nas áreas técnicas. Precisa melhorar muito para chegar ao nível “ok”, para ser o “RH dos sonhos”, mais ainda. Gestão baseada no ego, não desenvolvem o funcionário. Empresa focada em alguns setores, outros ficam aquém (principalmente a parte administrativa). Pessoas soberbas, tóxicas e mal educadas. Não pregam nada do que divulgam no Linkedin."
3074,3073,,27/03/2024 18:14:47,it4us,"Empresa de fachada, não tem foco, não sabem o que estão fazendo, não fazem um trabalho sério e costumam ter uma alta rotatividade de funcionarios, postaram no linkedin uma vez que alcançaram a marca de 2mil regras, mas quem trabalha no ambiente sabe que nem 1% delas funcionam, uma grande piada...  mas tenho que parabénizar o Marketing, pois antes de trabalhar na it4us, eu pensava q era um empresa boa também"
3075,3074,,18/03/2024 09:07:24,itaca advisory,"Remuneração baixa, carga horaria exaustiva sem banco de horas ou recebimento de hora extra,liderança péssima e tóxica que pratica assedio motal"
3076,3075,,27/03/2024 20:50:23,itaiquara alimentos s.a.,"Assédio moral, sobrecarga de trabalho, falta de reconhecimento e falta de benefícios"
3077,3076,,27/03/2024 22:48:03,italac,"Assédio moral, me obrigaram a gravar o que me falaram ser uma propaganda mas que era um filme pornô do XVIDEOS chamado: 1 litro de achocolado no cu."
3078,3077,,27/03/2024 22:09:40,italac,"Sem gestão, a “gestão” da área financeira totalmente despreparada, antiética, funcionários que trabalham há anos e não sabe fazer o serviço e se escoram em quem sabe. Gerência engessada, acha que o trabalho deve ser feito como era há anos atrás, tudo impresso e sem confiança. Não aceita mudanças e melhorias. Ambiente tóxico, com fofocas. Atividades sem processos. Tudo tem que ser regrado, inclusive um horário para café (10min). O VR é descontado 20% em folha e não condiz com a região, não pode utilizar o microondas pra esquentar refeição e não pode almoçar na copa. O pacote de benefícios atrativos que eles informam na vaga não existe (VT, VR, AM). Não existe plano de carreira, feedbacks, treinamentos. Falta de flexibilidade em relação a horários."
3079,3078,,27/03/2024 09:31:43,italtel,"empresa que promete o mundo e nao cumpre nada , empresa gringa dentro do brasil que só sabe explorar os funcionarios"
3080,3079,,18/03/2024 09:11:25,itau,Desorganizacao e hierarquia
3081,3080,,26/03/2024 22:54:01,itau,"Cultura falsa e extremamente tóxica. Fazem uma propaganda linda, falam que valorizam pessoas mas demitem aos montes por ""eficiência"" enquanto o banco tem lucros recorde, cobram por resultados impossíveis e não se importam com a saúde mental dos colaboradores. Gestores despreparados, imaturos e abusivos, com muito assédio moral e humilhação no dia a dia."
3082,3081,,26/03/2024 22:54:53,itau,"Só cresce quem é puxa saco do chefe. Pessoas que não entregam nada e ganham todos os reconhecimentos, enquanto quem está literalmente tendo um Burnout tem que ouvir que não está produzindo o bastante"
3083,3082,,26/03/2024 22:56:39,itau,"Gestores abusivos, que não sabem lidar com outro ser humano, que humilham e desqualificam as equipes por entregar exatamente o que eles pediram, mas que não admitem que tiveram ideias ruins e não têm abertura para outras sugestões"
3084,3083,,27/03/2024 07:40:22,itau,"Empresa toxica, fico o dia inteiro em call com um cara reclamando o dia inteiro de absolutamente tudo, com 1 mes de empresa o gestor me coloca em uma warroom e fala agora voce vai aprender(nao aprendi pq nem acesso eu tinha as coisas)! Tudo muito burocrático, troca para o presencial basicamente"
3085,3084,,27/03/2024 08:32:39,itau,"meu time era uma zona, fiquei 5 meses com meus acessos dando problema e sem ferramenta pra trabalhar. demorou isso pro meu time e o TI descobrirem que não tinham liberado meu acesso de verdade."
3086,3085,,27/03/2024 09:45:04,itau,Assédio Moral
3087,3086,,27/03/2024 20:51:44,itau,"O próprio CEO do banco sabe de diversas denúncias de assédio moral e não toma nenhuma atitude, apenas tentam fazer marketing para pagar de descolado, mas a gestão da empresa ficou parada no tempo"
3088,3087,,27/03/2024 22:52:21,itau,"Excesso de reuniões no teams, fazendo o desenvolvedor perderhoras do dia em reunioes que poderiam ser resolvidas com um email, microgerenciamento, pressão ao extremo"
3089,3088,,18/03/2024 10:35:58,itaú,Pressão e cultura
3090,3089,,18/03/2024 10:53:03,itaú,"Me contrataram e quando entrei não tinha nada pra fazer e aí me demitiram, mesmo eu vendo que tinha necessidade das minhas skills em outras squads não estavam interessados em alterar minha alocação pra outra área e me mandaram embora."
3091,3090,,18/03/2024 19:39:30,itaú,"Itaú: cultura extremamente tóxica e nociva, e que incentiva a competitividade desenfreada entre as pessoas, apenas para a manutenção do emprego. Paga royalties caríssimos para artistas internacionais fazerem propaganda enquanto choram por mil reais a mais de salário que o funcionário pede. Cultura extremamente indiviualista e baseada na imagem. Preconceito com pessoas neurodivergentes (demissão após funcionário dizer aos colegas que era autista). Pior ambiente da minha vida."
3092,3091,,20/03/2024 20:22:05,itaú,Altamente burocrático para qualquer processo; aprende mais processos internos que tecnologia de fato; muita gente ruim contratada (não me pergunte como); sistemas mal planejados (estou há meses apenas apagando incêndio e sem planos para melhorar alguma coisa); muitas coisas legadas; falta de documentação; sistemas sem donos e sem manutenção
3093,3092,,26/03/2024 23:19:59,itaú,"redução de benefícios, aumento de carga de trabalho com redução de trabalhadores (""eficiência""), modelo hibrido atual após passarem 2 anos e meio dizendo que o modelo remoto vinha pra ficar, e estão testando e avaliando aumentar número de dias presenciais. Todos os gestores executivos sabem que a infra estrutura não está adequada para a frequência atual de trabalho presencial, há diversas áreas que possuem regras e orientações diferentes entre si. Em resumo, um retorno ao escritório feito às pressas no modelo MVP mesmo. E não surgiu nenhuma nova diretriz ou fala do corpo executivo sobre o assunto para tentar alinhar e organizar melhor as informações"
3094,3093,,26/03/2024 23:30:41,itaú,"Com certeza uma das piores empresas que já vi no quesito processo seletivo. Me inscrevi para diversas vagas, tendo todos os requisitos e jamais passei sequer da primeira etapa. Acredito que seguem o famoso QI (Quem Indica)"
3095,3094,,27/03/2024 06:26:44,itaú,"O programa de Trainees é um antro de disputa de ego, soberba, falta de clareza. Com os ""futuros líderes"" do banco burlando sistema de ponto para fazer os colegas trabalharem mais de 10h por dia, de trainee batendo o ponto apenas quando chega em casa, para contabilizar o deslocamento no horário de ponto, com coordenador@ de programa forçando situações que deixam as pessoas desconfortáveis. O salário nao vale metade da saúde mental que é gasto no programa e mesmo com anos de programa o clima e as atitudes de bullyng continuam a todo vapor internamente. Falam de diversidade e inclusão, mas pagam mais do mesmo, valorizando os que excluem. Esse é o Itaú do Futuro, o maior da américa latina e continuam com pessoas péssimas como trainees. Imagina como serãos os líderes, no futuro."
3096,3095,,27/03/2024 08:15:32,itaú,diretoria jim carrey que não trabalha. chefia faltava dois dias/semana pra estudar metaverso. não pagam PLR e horas extras. no primeiro mês presenciei assédio 3x em cima de terceirizados. contratam como junior pra se responsabilizar como senior.
3097,3096,,27/03/2024 11:39:49,itaú,"Gerente com sindrome de dono pagando de autoritário, lay off em PCD e diversidade só na globo por dentro do corporativo é só burnoutada violenta."
3098,3097,,27/03/2024 11:40:17,itaú,"GFPJ é a pior gestão de comunidade que tem ali, pqp"
3099,3098,,27/03/2024 11:42:23,itaú,"Cheio de mamador sigiloso, panelinha da gestão só da merito (PRAD) para quem lambe bota). Quem entrega e mantém postura profissional só se fode nessa corporação fascista, racista e a tag do ""VAMOS DE TURMA"" é meu zovo"
3100,3099,,27/03/2024 18:29:28,itaú,"Liderança tóxica. A gestão aqui não tem poder de ação nenhum, nada é negociável, não existe exceção, mas é comum o ""conte comigo"" e tudo tem uma proporção bem exagerada."
3101,3100,,27/03/2024 18:30:12,itaú,"Happy Hour que vira feedback depois, você está a todo tempo sendo monitorado, decisões tomadas de cima para baixo. Exaustivo porque existe uma ""obrigação"" em conviver mesmo não havendo respeito entre colegas."
3102,3101,,27/03/2024 18:30:56,itaú,"O PDI é um projeto de desistência individual, o Ombudsman (canal de denuncias) pune o denunciado e indiretamente reforça o mal comportamento do acusado."
3103,3102,,27/03/2024 18:31:53,itaú,"Meu gerente está indo para a terceira denuncia do Ombudsman, já tirou dois denunciadores do banco e está indo para o terceiro. Se fosse gol já podia pedir música no Fantástico."
3104,3103,,27/03/2024 18:38:50,itaú,"Aqui na tecnologia você precisa trabalhar o seu relacionamento mais que tudo. Esquece certificações, cursos e especializações. Seu código pode ser uma bosta. Você vai ser mais cobrado para ser amigo de gerente, chamar pessoas para café, essas coisas. Rir de piada dos Millennials é essencial para sobreviver, tem que ter bastante tolerância a fala absurdas."
3105,3104,,27/03/2024 19:51:44,itaú,"Não paga horas extras, trabalha com sistema de ponto com compensação semestral e é bem dificil tirar esse banco de horas. Não tem flexibilidade nos dias presenciais."
3106,3105,,27/03/2024 19:52:13,itaú,"É obrigado fazer tudo em equipe. Qualquer incomodo levam para sua gestão antes de falar com você, coisas simples tomam proporções gigantescas. Um dia quis almoçar sozinho e isso ficou um ponto de PDI (sério). É um pessoal muito fino que se incomoda com qualquer coisa. Acaba tornando o ambiente pesado e tóxico. Machismo rola solto."
3107,3106,,27/03/2024 19:56:49,itaú,"Quando você entra não tem integração, você chega e tem que descobrir tudo sozinho. Você não é orientado a nada e DO NADA começa a ser cobrado como se você tivesse como saber. Você vai descobrindo as coisas por errar. Link de sistemas, senhas, acessos, tudo é você que tem que ir atrás. É comum o sentimento de olhar por lado e ninguém poder te ajudar. Até hoje não sei onde fica o RH dessa empresa!"
3108,3107,,27/03/2024 20:01:08,itaú,"A comunicação aqui é terrível!!! Tudo é sempre feito da pior forma possível. Normal os processos mudarem e você não ser comunicado. A única coisa que não muda é o prazo das entregas, mas tudo, TUDO vai ir contra você. Você perde acessos sem motivo. Tudo precisa de chamado e as areas não retornam. As outras squads te ve como inimigo. A sensação é de que tudo pode desmoronar a qualquer momento porque todo o processo de desenvolvimento é precário com alto risco de dar merda."
3109,3108,,27/03/2024 20:09:30,itaú,Baixos salários
3110,3109,,27/03/2024 20:37:40,itaú,"Esse coordenador Willian Menuci pagou um b*quet* para conseguir o cargo, que todo mundo sabe, e nós da equipe que temos que nos foder para aguentar esse zé ruela... tem que ver isso aí"
3111,3110,,27/03/2024 21:28:41,itaú,"Contratam estagiários a dedo, se o gestor não gostar de um A seu, já te chutam do processo seletivo."
3112,3111,,18/03/2024 12:40:44,itau,Movida a indicadores. Alguns gestores não se importam com os liderados
3113,3112,,25/03/2024 15:07:30,itau,"volta para o presencial, demissão sem justificativa, precisa puxar saco pra subir. fale sempre nas reuniões pra conseguir ser visto."
3114,3113,,18/03/2024 12:13:11,itaú,Lideranças tóxicas e ambiente que desconsidera  totalmente e saúde mental do funcionário. Fora diversidade que é inexistente.
3115,3114,,18/03/2024 20:21:17,itaú,"Cheio de politicagem, discursos vazios só pra ficar bonito"
3116,3115,,25/03/2024 13:37:45,itaú,"Há 2 anos eu vinha sofrendo machismo do meu coordenador que não tem nenhum preparo pra lidar com pessoas e a equipe com dois sentir e comigo dois juniors que não tinham apoio dos Sr., ambos juniors recebendo uma avaliação merda do gestor que não fazia nada para mudar. Na minha homologação todos os meses tive adicional noturno por trabalhar de noite e ainda alegaram baixa performance"
3117,3116,,27/03/2024 01:38:15,itaú,Feito pra funcionário infartar dentro do ambiente de trabalho
3118,3117,,27/03/2024 01:49:44,itaú,Feito pra funcionário infartar dentro do ambiente de trabalho de tanta pressão que tem!
3119,3118,,27/03/2024 06:48:10,itaú,"Volta ao presencial sem necessidade e sem preparo, gera superlotação e desmotivação dos funcionários. Ambiente forçado, todos devem puxar saco e muito engessado. Fingem que são evoluídos mas tudo é arcaico e cheio de regras bobas que atrapalham eficiência e criatividade, muito microgerenciamento"
3120,3119,,27/03/2024 14:09:09,itaú,"Desorganização da liderança, não sabem barrar pedidos e acabam sobrecarregando os analistas, falta de reconhecimento, tem que fazer horas extra todos os dias,  pregam uma cultura mas na realidade é bem diferente."
3121,3120,,27/03/2024 15:22:38,itaú,"Assim como eu, conheci muitas pessoas que adoeceram lá. Ambiente extremamente tóxico. Pessoas que se pudessem atropelariam outras só pra ganhar alguma coisa. Meritocracia só pra quem baba ovo de chefe. Pessoas que saem de licença por doença quando voltam ficam “no gelo” até serem mandadas embora. E muitas outras coisas…"
3122,3121,,27/03/2024 15:41:21,itaú,Todo o time sofria assedio moral da gerente. Quando denunciei ao RH só falaram que era o jeito dela. Aí denunciei ao ombudsman que cagou pra situação. NÃO CONFIEM NO OMBUDSMAN.
3123,3122,,27/03/2024 10:53:08,itau bba,"Machismo, misoginia e cultura toxica. Cansei de ver gente com burnout sendo despedida, os únicos que ficaram quando tiveram burnout ou depressao eram queridinhos dos chefes. Fui colocada à disposição pois estava com burnout e depressão, mas não podia tirar licença por causa do INSS. Se você fosse convocado para eleição o povo ria da sua cara caso pedisse o tal dia de folga. Em relação aos queridinhos, os chefes deles foram despedidos eventualmente e aí os tais queridinhos ficaram estagnados na carreira. Alguns, inclusive, foram rebaixados. Ah, e tem gente operando em mesa que isso é proibido, o chefe sabe, o chefe do chefe também, mas passam pano."
3124,3123,,26/03/2024 23:31:54,itaú power shopping,"Supervisora de auditoria insuportável, não sabe separar vida pessoal de profissional e parece não ter nenhum conhecimento da área, e auditores super arrogantes e metidos a besta"
3125,3124,,20/03/2024 21:13:01,itau unibanco,"O Itau, o maior banco privado da america latina, que diz que é feito de futuro, enganou todos os colaboradores por Todo o periodo da ""pandemia"" com a promessa de que o remoto Seria o Novo Modelo de trabalho e em junho de 2023 surpreendeu a todos com o inesperado anúncio da volta aos escritórios para todos os colaboradores, em dois períodos previstos (1x por semana de setembro de 2023 a janeiro de 2024 , 2x por semana a partir de fevereiro de 2024, e a novidade na radio peão é que em agosto de 2024 vai ser 3x por semana). Somente restaram no regime remoto alguns privilegiados que conseguiram ser contratados na pandemia, e vc só consegue migrar pra esse Modelo, se morar fora do raio de 100 Km do polo de São Paulo... Bota no mapa e Veja o quanto essa medida é injusta. Resultado: somos obrigados a dividir o dia a dia de tarefas com parte do time remoto (incluindo colaboradores terceiros) e os escritórios já estão lotando. Ficava mais honesto abrir um programa de demissão voluntaria do que fazer esse absurdo pra forçar uma diminuição do Quadro de funcionários que ficou inchado devido ao boom de contratações na pandemia."
3126,3125,,27/03/2024 07:37:13,itau unibanco,"Se voce nao puxa saco, nao cresce. Um dos motivos para nao ser promovido é porque voce fala pouco ou nao se expoe para os chefes/lideres/gerentes. Só fui promovida quando comecei a fazer isso. Machismo existe e eles fingem que nao. Decisoes muito burras, muito codigo legado e processos burocraticos cansativos pra mudancas simples. Tem muita gente encostada la por conta dos bons salarios, mas é gente cansada que nao acrescenta e só atrapalha"
3127,3126,,18/03/2024 10:52:41,itaú unibanco,"Ambiente totalmente tóxico, onde você tem que ficar o tempo todo observando se não tem alguém se preparando para lhe passar uma rasteira... Pessoas especialistas em lacração, onde o que mais importa é a ideologia, e o que menos importa é a competência. Péssimas lideranças, visto que ascendem a cargos maiores os que mais lacram e que não tem experiência suficiente para o cargo"
3128,3127,,18/03/2024 15:26:24,itaú unibanco,"Lugar muito tóxico para se trabalhar, liderança racista, Não confiem no Ombudsman do Itáu. Liderança inexperiente."
3129,3128,,18/03/2024 19:17:31,itaú unibanco,"Pressão absurda, líderes xingando analistas, e fingindo uma cultura que ""somos uma família"""
3130,3129,,25/03/2024 20:00:39,itaú unibanco,"GESTOR INCOMPETENTE, BICHO EM ANOS DE PROFISSÃO EU TO PRA VER UM GESTOR M..... COMO ESSE, GERENCIA ENTAO NEM SE FALA, OS PUXA SACO GANHA PRAD, PROMOÇAO E VARIAS REGALIAS ENQUANTO QUEM REALMENTE TRABALHA SÓ TOMA FUMO E FEEDBACK DE M.... ISSO QUANDO SEU FEEDBACK N E ADIADO POR 4 MESES, VC CARREGA O TIME NAS COSTAS, TODOS PEDEM AJUDA SUA TODO DIA A TODO MOMENTO E VOCE TEM QUE OUVIR QUE N VAI GANHAR RECONHECIMENTO POR POSTURA... POSTURA DE CHUPA AS B.... DO ANTI GESTOR DE PESSOAS... xD"
3131,3130,,27/03/2024 08:26:30,itaú unibanco,"Se você entrar no segmento varejo vai se dar bem, no segmento IBBA pode se preparar pra envelhecer no mesmo cargo, mesmo sendo eficiente. Líderes de equipe descapacitados, líderes sem atuação na própria área de liderança. A volta para o presencial foi só o último tiro no pé"
3132,3131,,27/03/2024 20:50:14,itaú unibanco,"Empresa funciona no sistema de coronelato, somos obrigados a repor dias de presencial mesmo estando doentes para cumprir a meta de presenças no mês. Temos dificuldades de obter dispositivos, uma vez quiseram trocar o meu notebook para um de 10 anos de idade. Além de todos os abusos cometidos pela gestão jogando a responsabilidade para cima dos funcionários, um ambiente completamente tóxico que não pensa nada nas pessoas. No prédio novo nem microodas foi disponibilizado para os funcionários e falando do restaurante que existe no CEIC um dia foi até encontrado uma larva na salada"
3133,3132,,27/03/2024 22:52:35,itaú unibanco,"Funcionários estão adoecendo, muitos afastados por BURNOUT, pressão massante por metas inalcançaveis, gestores totalmente despreparados, só bate meta que enfiam produto nos clientes, muitos idosos que recebem salário mínimo,  com consórcios, seguros, empréstimos com juros abusivos, alguns nem sabem que possue esses produtos. Se o funcionário nao entra nesse esquema, ele é massacrado diariamente por não conseguir entregar resultados e ameaçados na cara que serão demitidos."
3134,3133,,18/03/2024 13:19:02,itau unibanco,"Ambiente onde quem sobe mais no palco ganha, quem puxa mais saco e muito, muito costa quente e panelinha"
3135,3134,,18/03/2024 10:00:27,itaú unibanco,Profissionais toxicos sem empatia
3136,3135,,18/03/2024 11:56:02,itaú unibanco,"Agendas intermináveis, imagem bonitinha pra fora - inferno por dentro, forte hierarquia … enfim, o melhor capeta é aquele vestido de anjo."
3137,3136,,20/03/2024 10:50:29,itaú unibanco,"É ao mesmo tempo uma empresa ótima pois paga razoavelmente bem e tem benefícios interessantes, porém tem muito coordenadores e gerentes tóxicos, que esperam e cobram entrega a qualquer custo. A maior parte da cultura é para inglês ver e uma grande encenação"
3138,3137,,26/03/2024 22:56:31,itaú unibanco,"Reuniões intermináveis, lideres tóxicos que acham que falam o que quer sem consequências, feedbacks só se tu encher mt o saco do gestor, e feedback positivo só se tu lamber muito o saco do gestor, areas desalinhadas, burocracia até pras coisas mais bobas e diretores inuteis que mentem sobre a analise dos pedidos de contratação remota, boa parte dos funcionários ja sofreram lavagem cerebral e acreditam que se derem o sangue vão ser reconhecidos (quando todos sabemos que só ganha prad quem lambe as bola dos gestores)"
3139,3138,,27/03/2024 00:25:55,itaú unibanco,Fecharam duas gerências e demitiram mais de 40 pessoas sem nem ao menos estudar a possibilidade de realocação. Pessoas que no mês anterior ganharam Prad
3140,3139,,27/03/2024 00:26:55,itaú unibanco,"Superintendente do crédito com 2 ombudsman em um ano e não sofreu nada. Continua chamando pessoas de retardadas e daí pra pior, todos ficam com medo de denunciar"
3141,3140,,27/03/2024 17:01:40,itaú unibanco,É um cabide de emprego gigante com profissionais ruins
3142,3141,,27/03/2024 17:29:19,itaú unibanco,"Promoveram um dos homens que me assediaram, burnout, machismo e só cresce com indicação e puxando saco"
3143,3142,,18/03/2024 15:56:53,"itaú, modec do brasil, agência havas+, softdesign, copa studio","em geral, cultura do medo. chefes e superiores extremamente controladores e rudes. má gestão. falta de visão estratégica que atrapalha o andamento do trabalho, pois tudo é feito e refeito mil vezes em prazos minúsculos para ser descartado antes de ser implementado"
3144,3143,,27/03/2024 20:54:45,itaúna indústria de papel araras/sp,"Privam o funcionários de entrar no local caso atrase 5 minutos, tem médico no ambulatório que se passar mal e ele achar que não tem que voltar a trabalhar, lista de presença diária de um celular fuleiro que dão para trabalhar e ainda guardam em uma caixinha de papelão e vai para RH todo dia esse esquema kkkkk arcaico"
3145,3144,,27/03/2024 16:23:32,itbox,"Só entra e é promovido se for da mesma igreja, só sai se não for da igreja. Não sabia se estava trabalhando com infra ou uma filial do Edir Macedo. Brambila (chefe) era tão robótico quanto arnold schwazzenger em exterminador do futuro. Tão humano quanto, uma pena o diretor não ter o encontrado antes para o papel."
3146,3145,,25/03/2024 19:20:38,iteris,Gestão inapta. Líderes que não têm capacidade para os cargos que ocupam e se mantem em suas posições apenas pelo tempo de casa adoecendo pessoas e afundando a empresa promovendo a fuga de talentos que não se submetem à péssima gestão.
3147,3146,,25/03/2024 19:23:29,iteris,"Business partners decorativos e incompetentes, aparelhados com a liderança, servindo apenas como leva-e-traz. Falta de suporte e apoio psicológico para lidar com situações degradantes causadas pela própria empresa."
3148,3147,,25/03/2024 19:28:55,iteris,"Valorização superficial da diversidade é o que se observa nessa empresa. No cotidiano, mulheres enfrentam uma série de desafios, desde discriminação até serem alvo de piadas e terem suas chances de crescimento profissional ignoradas. Infelizmente, a presença de lideranças femininas de destaque na empresa é quase inexistente. O que se vê, em muitos casos, são mulheres ocupando cargos de liderança de maneira puramente simbólica, sem efetivamente exercerem poder ou influência real. Elas estão lá apenas para preencher relatórios e conferir uma falsa imagem de diversidade e inclusão. Além disso, são submetidas a uma exposição nas redes sociais, numa tentativa desesperada da empresa de se mostrar como progressista e preocupada com a igualdade de gênero. No entanto, essas ações superficiais não passam de uma cortina de fumaça que esconde a real falta de compromisso com a verdadeira igualdade e valorização das mulheres no ambiente de trabalho."
3149,3148,,25/03/2024 19:37:48,iteris,"Quando o barco tá indo de titanic, é sempre os ratos que pulam fora primeiro... No ano que uma galera ficou sem ver a cor da PLR, a firrrrma foi vendida. Agora tão rolando uns boatos entre uns e outros, de que vai ser do mesmo jeito esse ano. Quem será que se deu bem com essa venda?"
3150,3149,,25/03/2024 19:43:10,iteris,"Assédio moral, coação,  zoação e ameaças tão rolando todo santo dia, desde os chefões  até os novatos na equipe, que são enrolados até cansarem e pularem fora. E se você ousar reclamar, é tachado de fresco, chato ou mimizento."
3151,3150,,25/03/2024 15:25:30,iteris consultoria de software,"Adoecem mentalmente as pessoas, não dão oportunidade para quem está lá dentro mas abrem vagas novas, desviam você de função ouvindo pessoas que nunca te acompanharam profissionalmente e não oferecem apoio nenhum para que você consiga exercer a função na qual foi contratado,  Pra conseguir um aumento salarial mínimo, é uma burocracia sem fim - então imagine como seria conseguir uma promoção? Impossível. Plano de carreira inexistente, muitos cargos altos na mão de pessoas que agem como chefes da pior espécie ao invés de agir como líderes que inspiram e motivam. Todos querem te ouvir mas apenas para saber o que acontece e passar a diante, nenhuma ação efetiva é tomada e você ainda é visto com maus olhos.Grupo de diversidade e inclusão é só pra entrar no hype de empresa preocupada com a causa - no cotidiano vemos muitas atitudes machistas, preconceituosas, comentários pejorativos que chegam a embrulhar o estômago e causar indignação extrema. Planos que mudam toda semana, dia a dia cheio de promessas maravilhosas e nada concretizado. Parece que vivem uma realidade paralela e absurda e ainda querem que os funcionários se passem de loucos. Precisa melhorar muito pra ser considerada ruim."
3152,3151,,18/03/2024 09:37:52,iteris consultoria e software,"Desrespeito com funcionários que apresentam problemas de saúde mental, gestores de pessoas despreaparados e orientados a sempre dar razão para o cliente e nunca para o próprio funcionário, figuras na diretoria com frases, pensamentos e ações abusivas em diversos sentidos"
3153,3152,,18/03/2024 11:25:59,itpower,Gestão extremamente ruim
3154,3153,,18/03/2024 12:10:34,itpower,Dono/chefe é um ex militar que xinga/grita com todos.
3155,3154,,27/03/2024 15:57:16,itpower,"São tantos... Mas vamos lá. Ele disse para um conhecido meu ""Você tem cara de quem vai morrer antes dos 28 anos de tiro"", disse para outro colega meu ""Você é a minha inspiração para correr de manhã"", fazendo uma sátira insinuando que ele está acima do peso, gritou com VÁRIAS pessoas la dentro, me chamou de filho da puta, falou para um funcionário la dentro que sempre que a esposa dele acorda, ela vira para o lado e olha para ele, ela vê um fracassado, chamou meu amigo de rato por faltar 1 dia por conta de questões de saúde... Se eu lembrar de mais alguma coisa eu conto aqui"
3156,3155,,18/03/2024 16:15:32,its brasil,Empresa não dá a devida atenção aos funcionários.
3157,3156,,27/03/2024 14:31:04,its group,"A empresa é boa, porém alguns gestores que trabalham na mesma acabam promovendo pessoal com base em ""puxa saquismo"" e baba ovo, levando pessoas sem meritos a cargos de liderança. Alem de não valorizar pessoas que ja estão a anos ralando."
3158,3157,,27/03/2024 15:23:02,its telecomunicações,"Empresa possui gestão toxica e amadora, gerem a empresa conforme a cultura da Fofoca, quem mais puxa o saco mais é promovido. Outro ponto negativo é que nunca fica ninguém no RH. Quem tenta promover um cultura de gente naquele lugar é derrubado por que não é puxa saco. O pior é que o setor nem gestor tem, quem cuida é o financeiro. Lugar de gente feliz é piada...."
3159,3158,,27/03/2024 15:24:48,its telecomunicações,"Tirou uma das melhores gestoras de RH por que ouvia as pessoas, era humana, era sorridente cuidava da gente. Resultado, a moça virou a página está trabalhando e continuamos ultrapassados. Lá não se pode sorrir, não se pode fazer interagir com o colega, lugar de gente infeliz"
3160,3159,,27/03/2024 15:32:25,ituran,"Empresa familiar, carga horária puxada. Trata terceiros como lixo, o gerente de desenvolvimento fica em casa jogando na steam enquanto resto do time tem que se matar pra entregar projeto"
3161,3160,,27/03/2024 00:46:05,iveco,Carga horária em excesso líderes tóxicos e despreparados
3162,3161,,27/03/2024 19:37:25,ivory,"Ambiente desmotivador, não sabem separar pessoal do profissional, favorecimento por puxa saquismo, desorganização total."
3163,3162,,27/03/2024 08:28:18,iw inglês sem enrolação - unidade chácara santo antônio,"Ricardo o dono da unidade é um falso, racista e a empresa so serve de lavagem de dinheiro pra igreja dele"
3164,3163,,27/03/2024 08:29:09,iw inglês sem enrolação - unidade chácara santo antônio,"Pagam salario atrasado, nao depositam FGTS, acumulo de função e professores sem preparo. Ja vi professora chegar bebada pra dar aula (e ela era menor de idade)"
3165,3164,,27/03/2024 08:31:08,iw inglês sem enrolação - unidade chácara santo antônio,Cobram mais caro no valor dos livros pro Ricardo ficar com lucro - na minha epoca faltava agua e cafe pq o dono nao ia comprar. Dava bombom fora da data de validade pros alunos. Salas de aula minusculas e unidade cheia de barata e marimbondo
3166,3165,,27/03/2024 14:31:55,ixcsoft,"Nao recomendo para meu pior inimigo. Lideres despreparados, so cresce quem lambe o chefe e seus superiores. Horas extras mas sem pagamento. Arrume o sistema e seja demitido, mesmo com os ultimos feedbacks sendo positivos. Desorganizacao, Qualidade de codigo 0. Documentacao o pessoal passa longe. Gente que nao entende nada definindo arquitetura de produto. e pra finalizar assedio moral."
3167,3166,,25/03/2024 15:01:16,iza,"Empresa robotizada focada apenas em entregas e trabalhos, consome sua saúde e qualidade de vida, horas extras não remuneradas. Desumanizada."
3168,3167,,27/03/2024 11:34:16,iza seguros,"Desorganizada, Sem Gestão de trabalho e de pessoas."
3169,3168,,25/03/2024 16:09:13,izq comunicação,"Demandas com prazos impossíveis, ambiente tóxico disfarçado pelo discurso de ""inovação"" e de a experiência vale mais que o salário, assédio verbal e moral, atraso de salário, abuso psicológico, incentivo de práticas prejudiciais à saúde (dormir menos de 5 horas por dia a fim de ""crescer na vida""), pejotização"
3170,3169,,27/03/2024 08:27:36,j.a contact center,"Paga pouco e explora muito, você só sobe de cargo se babar ovo (as vezes de forma literal) dos dono da empresa e coordenador, não adianta ter competência, são super machistas, metas ridículas em troco de uma folga ou de um pirulito. Além de que enganam os clientes."
3171,3170,,27/03/2024 17:02:42,j&t,"Prometem muito e não tem gestão. Brasileiro se se fod*. Até por que, não tlabaia?"
3172,3171,,27/03/2024 17:08:29,j&t express,"O Corte de custo só ta indo no bolso do Peão enquanto isso o chineses fazem o que quiser, aceitar qualquer coisa sem pensar no custo"
3173,3172,,25/03/2024 19:49:30,j&t express,"pagamentos errados, não pagava folgas nem adicional noturno, só trata bem quem é descendente de asiático"
3174,3173,,27/03/2024 14:31:33,jacobina mineração e comercio,"Gerentes exploram os trabalhadores. nao existe meritocracia, basta ser amigo do chefe. se vc for diferente do que o chefe gosta, sera demitido. longas horas de trabalho"
